0.048394,-0.67999,-0.45609,-0.18744,0.031587
2.6687,-0.50132,-0.2725,1.2156,2.2011
-0.48115,-0.33573,-0.50747,0.30143,-0.43611
-0.81686,-0.18101,-0.61698,0.61595,-0.25694
-1.2667,1.6429,-0.63568,1.2341,-0.63241
-0.87868,1.4779,-0.72679,-0.30594,-0.76288
-1.1706,2.0806,-0.67781,1.8979,-0.71255
-1.0011,1.8874,-0.65408,2.0591,-0.73827
-0.23218,1.3057,-0.53552,1.6811,-0.77383
-1.271,-0.20998,-0.093408,-0.077092,-0.76
0.42534,0.42117,-0.65562,1.3727,-0.4152
-0.82258,2.6812,-0.70522,3.0372,-0.64383
-1.0909,1.5206,-0.55749,-0.64874,-0.76423
-0.71689,0.88908,-0.60413,-0.30092,-0.65552
-1.4036,1.447,-0.64028,1.1905,-0.62719
-0.38757,3.317,-0.68938,0.88614,-0.43789
-1.0394,1.5074,-0.36655,0.85085,-0.75085
-1.5337,1.2206,-0.43381,-0.3152,-0.74731
-1.1302,2.2144,-0.70268,1.2781,-0.69855
-1.1414,1.1585,-0.36025,0.36741,-0.76892
-0.26385,0.31248,0.31169,-0.50561,-0.77638
-1.1692,1.0929,-0.35238,0.85819,-0.72968
-1.4292,1.5332,0.90819,-0.9004,-0.78012
-1.5068,1.6061,0.0086084,-0.54831,-0.78233
-0.14978,-1.0137,-0.73357,-0.54173,-0.78244
0.65882,-1.0363,-0.69143,-0.10526,-0.77676
1.4311,-0.78222,-0.56578,-0.92642,-0.78092
0.95457,-0.76347,-0.71823,0.21797,-0.77776
-0.05331,-0.95278,-0.46237,-0.97198,-0.78392
-0.14307,-0.89678,-0.69791,-0.97492,-0.78299
-0.54494,1.0156,0.36426,0.31421,-0.76978
0.69396,-0.99465,-0.6391,-0.71528,-0.77503
1.0312,-1.0307,-0.7409,-0.83762,-0.78078
-0.24419,-1.0226,-0.63661,-0.9975,-0.784
0.33121,-0.79298,-0.15085,-0.78442,-0.7795
0.13416,-1.0375,-0.71438,-0.80651,-0.78373
0.040554,-1.0258,-0.73767,-0.8649,-0.78448
1.209,-0.8185,-0.70259,0.97774,-0.77509
-0.37552,-0.08482,-0.64092,-0.17329,-0.78426
5.9496,-0.925,-0.60661,-0.67354,-0.77137
0.15026,-1.03,-0.58009,-0.95544,-0.78143
0.75442,-1.0208,-0.69273,0.10431,-0.77871
0.28948,-1.0106,-0.60579,0.64544,-0.78003
-0.21287,-0.63653,-0.36762,-0.49153,-0.78448
-0.18361,-0.69478,-0.67881,0.39711,-0.78367
-0.45971,-0.43723,-0.34882,-0.80339,-0.78458
0.1351,-1.0189,-0.3226,-1.0475,-0.78438
0.022367,-1.0329,-0.7248,-1.0201,-0.78259
0.73008,-1.0231,-0.69113,-0.67903,-0.77933
-0.23663,-1.032,-0.61513,-1.0196,-0.7845
-0.32949,-0.91348,-0.12256,-0.41702,-0.78417
-0.87273,2.4214,-0.58661,0.17571,-0.78381
0.29735,-1.0363,-0.68064,-1.0368,-0.78378
0.25959,-0.60552,-0.72443,-1.0452,-0.77968
-0.052568,-0.95134,-0.6697,-1.0077,-0.78066
0.2009,-1.0309,-0.56346,-0.92653,-0.78322
0.064837,-0.36751,-0.416,-0.43207,-0.7824
0.3882,0.96907,-0.43811,0.83525,-0.71904
-0.81122,2.8277,-0.63586,0.21044,-0.75995
1.9253,3.2669,-0.71335,2.0433,-0.75289
-0.13,0.47644,0.080077,0.5802,-0.71399
-0.71736,-0.67203,-0.72788,-0.24849,-0.41101
-0.48877,0.14202,-0.62026,-0.040528,-0.77045
1.7289,1.5024,-0.67207,2.0987,-0.76667
-1.2593,0.85172,-0.62847,-0.38432,-0.75311
-0.21102,2.2619,-0.72309,0.71812,-0.75411
-0.16879,0.46314,-0.61023,-0.72518,-0.72918
0.41121,-0.45483,-0.030343,-0.4404,-0.77223
1.0393,-1.0006,0.67151,-1.0554,-0.77296
-1.16,3.2256,-0.74414,-0.38493,-0.49736
-1.1674,1.0726,-0.69147,-0.54804,-0.69664
-0.40535,0.51494,-0.72875,1.7052,-0.76592
1.5578,-0.62501,-0.74125,0.25214,-0.77704
1.2749,-0.028694,-0.71829,0.99201,-0.75789
0.59566,-0.74862,-0.58813,-0.26413,-0.68117
1.0674,-0.060977,-0.5282,-0.31898,-0.77234
-1.3645,-0.065355,-0.35674,-0.065581,-0.75325
-0.99247,-0.10216,-0.35276,-0.34102,-0.77948
-0.064062,-0.71363,0.67332,-0.93948,-0.78181
0.01352,-0.80898,1.2459,-0.67461,-0.78279
-1.1934,0.31465,-0.62197,-0.27125,-0.7792
-0.47724,-0.8086,-0.11163,0.58866,-0.74477
-0.30975,-0.57079,1.0408,1.6305,-0.47811
-1.0781,-0.0072329,-0.027749,-0.78157,-0.78459
-1.5687,0.32408,0.75899,-0.95893,-0.78406
0.34445,-1.0129,-0.2466,-0.86415,-0.76556
0.29816,-0.092239,-0.66255,0.88812,-0.77214
-0.84557,-0.65996,0.18433,-0.44394,-0.77216
-0.10546,-0.14473,0.61843,-0.263,-0.77823
-0.21803,-0.70341,-0.059502,-0.073795,-0.77883
-1.4137,-0.83546,-0.60659,-0.74347,-0.74988
-0.23461,-0.68969,-0.0022855,-0.12439,-0.66771
-0.38673,-0.97467,6.6962,5.9239,0.73776
-0.46081,-0.75961,2.4836,5.1188,0.14745
-0.92195,-0.70888,2.8414,3.6468,0.013046
-1.0553,-0.4496,-0.57765,-0.3297,-0.78144
-0.75716,-1.0383,5.7274,0.019218,-0.72055
-1.2626,-0.14239,-0.60303,-0.59233,-0.68919
-1.0997,-0.7769,1.5016,-0.62156,-0.62485
-0.76133,-0.98899,0.68471,-0.59688,0.46164
-0.43094,-0.86248,1.7291,1.4432,-0.78442
-1.2233,0.087613,1.7144,-0.29955,-0.77713
-0.70637,-0.58282,-0.027064,-0.73139,-0.24047
